Team,Score,Overs,RPO,Inns,Result,Unnamed: 6,Opposition,Ground,Start Date,Unnamed: 10
Bhutan,105/8,20.0,5.25,2,lost,,v Malaysia,Kuala Lumpur,27 Jul 2023,
Scotland,159/7,18.0,8.83,1,won,,v Denmark,Edinburgh,27 Jul 2023,
Denmark,126/7,18.0,7.00,2,lost,,v Scotland,Edinburgh,27 Jul 2023,
Japan,136,19.5,6.85,1,lost,,v Vanuatu,Port Moresby,28 Jul 2023,
Vanuatu,137/5,19.3,7.02,2,won,,v Japan,Port Moresby,28 Jul 2023,
Thailand,140/6,20.0,7.00,1,won,,v Myanmar,Kuala Lumpur,28 Jul 2023,
Myanmar,39,16.0,2.43,2,lost,,v Thailand,Kuala Lumpur,28 Jul 2023,
P.N.G.,229/6,20.0,11.45,1,won,,v Philippines,Port Moresby,28 Jul 2023,
Philippines,129/7,20.0,6.45,2,lost,,v P.N.G.,Port Moresby,28 Jul 2023,
Germany,141,20.0,7.05,1,lost,,v Italy,Edinburgh,28 Jul 2023,
Italy,147/6,18.5,7.80,2,won,,v Germany,Edinburgh,28 Jul 2023,
Jersey,159,20.0,7.95,1,won,,v Denmark,Edinburgh (Golden),28 Jul 2023,
Denmark,131/7,20.0,6.55,2,lost,,v Jersey,Edinburgh (Golden),28 Jul 2023,
Scotland,213/6,20.0,10.65,1,won,,v Ireland,Edinburgh,28 Jul 2023,
Ireland,205/9,20.0,10.25,2,lost,,v Scotland,Edinburgh,28 Jul 2023,
Philippines,94,18.2,5.12,1,lost,,v Vanuatu,Port Moresby,29 Jul 2023,
Vanuatu,98/7,16.1,6.06,2,won,,v Philippines,Port Moresby,29 Jul 2023,
Japan,106/8,20.0,5.30,1,lost,,v P.N.G.,Port Moresby,29 Jul 2023,
P.N.G.,109/4,11.3,9.47,2,won,,v Japan,Port Moresby,29 Jul 2023,
Bhutan,161/4,20.0,8.05,1,won,,v China,Kuala Lumpur,30 Jul 2023,
China,48,11.4,4.11,2,lost,,v Bhutan,Kuala Lumpur,30 Jul 2023,
Malaysia,219/6,20.0,10.95,1,won,,v Myanmar,Kuala Lumpur,30 Jul 2023,
Myanmar,35,15.5,2.21,2,lost,,v Malaysia,Kuala Lumpur,30 Jul 2023,
Bhutan,83,18.2,4.52,1,lost,,v Thailand,Kuala Lumpur,31 Jul 2023,
Thailand,84/2,10.1,8.26,2,won,,v Bhutan,Kuala Lumpur,31 Jul 2023,
Myanmar,77/8,20.0,3.85,1,lost,,v China,Kuala Lumpur,31 Jul 2023,
China,78/5,17.2,4.50,2,won,,v Myanmar,Kuala Lumpur,31 Jul 2023,
Thailand,93,18.2,5.07,1,lost,,v Malaysia,Kuala Lumpur,1 Aug 2023,
Malaysia,96/3,11.4,8.22,2,won,,v Thailand,Kuala Lumpur,1 Aug 2023,
West Indies,149/6,20.0,7.45,1,won,,v India,Tarouba,3 Aug 2023,
India,145/9,20.0,7.25,2,lost,,v West Indies,Tarouba,3 Aug 2023,
Hungary,209/8,20.0,10.45,1,won,,v Croatia,Szodliget,5 Aug 2023,
Croatia,64,14.4,4.36,2,lost,,v Hungary,Szodliget,5 Aug 2023,
Croatia,63,16.3,3.81,1,lost,,v Hungary,Szodliget,6 Aug 2023,
Hungary,68/3,7.2,9.27,2,won,,v Croatia,Szodliget,6 Aug 2023,
India,152/7,20.0,7.60,1,lost,,v West Indies,Providence,6 Aug 2023,
West Indies,155/8,18.5,8.23,2,won,,v India,Providence,6 Aug 2023,
West Indies,159/5,20.0,7.95,1,lost,,v India,Providence,8 Aug 2023,
India,164/3,17.5,9.19,2,won,,v West Indies,Providence,8 Aug 2023,
West Indies,178/8,20.0,8.90,1,lost,,v India,Lauderhill,12 Aug 2023,
India,179/1,17.0,10.52,2,won,,v West Indies,Lauderhill,12 Aug 2023,
India,165/9,20.0,8.25,1,lost,,v West Indies,Lauderhill,13 Aug 2023,
West Indies,171/2,18.0,9.50,2,won,,v India,Lauderhill,13 Aug 2023,
Guernsey,98,20.0,4.90,1,lost,,v Germany,Deventer,14 Aug 2023,
Germany,100/1,11.0,9.09,2,won,,v Guernsey,Deventer,14 Aug 2023,
Germany,164/5,20.0,8.20,1,lost,,v Guernsey,Deventer,14 Aug 2023,
Guernsey,165/5,20.0,8.25,2,won,,v Germany,Deventer,14 Aug 2023,
Guernsey,172/4,20.0,8.60,1,won,,v Germany,Deventer,15 Aug 2023,
Germany,162/9,20.0,8.10,2,lost,,v Guernsey,Deventer,15 Aug 2023,
New Zealand,155/6,20.0,7.75,1,won,,v U.A.E.,Dubai (DICS),17 Aug 2023,
U.A.E.,136,19.4,6.91,2,lost,,v New Zealand,Dubai (DICS),17 Aug 2023,
Romania,162,20.0,8.10,1,lost,,v Malta,Ilfov County,18 Aug 2023,
Malta,163/2,18.3,8.81,2,won,,v Romania,Ilfov County,18 Aug 2023,
Ireland,139/7,20.0,6.95,1,lost,,v India,Dublin (Malahide),18 Aug 2023,
India,47/2,6.5,6.87,2,won,,v Ireland,Dublin (Malahide),18 Aug 2023,
Romania,147/9,20.0,7.35,1,lost,,v Malta,Ilfov County,19 Aug 2023,
Malta,151/6,18.2,8.23,2,won,,v Romania,Ilfov County,19 Aug 2023,
Malta,115,16.0,7.18,1,lost,,v Romania,Ilfov County,19 Aug 2023,
Romania,116/7,17.1,6.75,2,won,,v Malta,Ilfov County,19 Aug 2023,
New Zealand,142/8,20.0,7.10,1,lost,,v U.A.E.,Dubai (DICS),19 Aug 2023,
U.A.E.,144/3,15.4,9.19,2,won,,v New Zealand,Dubai (DICS),19 Aug 2023,
Malta,156/7,20.0,7.80,1,lost,,v Romania,Ilfov County,20 Aug 2023,
Romania,159/1,18.3,8.59,2,won,,v Malta,Ilfov County,20 Aug 2023,
Uganda,146/6,20.0,7.30,1,won,,v Rwanda,Rwanda,20 Aug 2023,
Rwanda,106,15.4,6.76,2,lost,,v Uganda,Rwanda,20 Aug 2023,
Romania,190/8,20.0,9.50,1,won,,v Malta,Ilfov County,20 Aug 2023,
Malta,184/9,20.0,9.20,2,lost,,v Romania,Ilfov County,20 Aug 2023,
Tanzania,143/8,20.0,7.15,1,lost,,v Uganda,Rwanda,20 Aug 2023,
Uganda,146/4,18.2,7.96,2,won,,v Tanzania,Rwanda,20 Aug 2023,
India,185/5,20.0,9.25,1,won,,v Ireland,Dublin (Malahide),20 Aug 2023,
Ireland,152/8,20.0,7.60,2,lost,,v India,Dublin (Malahide),20 Aug 2023,
New Zealand,166/5,20.0,8.30,1,won,,v U.A.E.,Dubai (DICS),20 Aug 2023,
U.A.E.,134/7,20.0,6.70,2,lost,,v New Zealand,Dubai (DICS),20 Aug 2023,
Tanzania,170/5,20.0,8.50,1,lost,,v Rwanda,Rwanda,21 Aug 2023,
Rwanda,174/3,18.5,9.23,2,won,,v Tanzania,Rwanda,21 Aug 2023,
Uganda,176/6,20.0,8.80,1,lost,,v Tanzania,Rwanda,21 Aug 2023,
Tanzania,180/7,20.0,9.00,2,won,,v Uganda,Rwanda,21 Aug 2023,
Uganda,186,20.0,9.30,1,won,,v Rwanda,Rwanda,22 Aug 2023,
Rwanda,125,15.3,8.06,2,lost,,v Uganda,Rwanda,22 Aug 2023,
Rwanda,154/6,20.0,7.70,1,lost,,v Tanzania,Rwanda,22 Aug 2023,
Tanzania,155/3,16.0,9.68,2,won,,v Rwanda,Rwanda,22 Aug 2023,
Uganda,192/6,20.0,9.60,1,won,,v Rwanda,Rwanda,24 Aug 2023,
Rwanda,106,14.1,7.48,2,lost,,v Uganda,Rwanda,24 Aug 2023,
Uganda,171/5,20.0,8.55,1,won,,v Tanzania,Rwanda,24 Aug 2023,
Tanzania,111,16.5,6.59,2,lost,,v Uganda,Rwanda,24 Aug 2023,
Rwanda,133/9,20.0,6.65,1,lost,,v Tanzania,Rwanda,25 Aug 2023,
Tanzania,134/9,19.4,6.81,2,won,,v Rwanda,Rwanda,25 Aug 2023,
Uganda,161/9,20.0,8.05,1,won,,v Tanzania,Rwanda,25 Aug 2023,
Tanzania,142/6,20.0,7.10,2,lost,,v Uganda,Rwanda,25 Aug 2023,
Tanzania,152/7,20.0,7.60,1,won,,v Rwanda,Rwanda,27 Aug 2023,
Rwanda,143/8,20.0,7.15,2,lost,,v Tanzania,Rwanda,27 Aug 2023,
Rwanda,126/7,20.0,6.30,1,lost,,v Uganda,Rwanda,27 Aug 2023,
Uganda,127/4,16.5,7.54,2,won,,v Rwanda,Rwanda,27 Aug 2023,
Uganda,180/6,20.0,9.00,1,won,,v Tanzania,Rwanda,28 Aug 2023,
Tanzania,121,18.2,6.60,2,lost,,v Uganda,Rwanda,28 Aug 2023,
Rwanda,110/6,20.0,5.50,1,lost,,v Uganda,Rwanda,28 Aug 2023,
Uganda,114/2,8.5,12.90,2,won,,v Rwanda,Rwanda,28 Aug 2023,
Uganda,141,19.0,7.42,1,won,,v Tanzania,Rwanda,30 Aug 2023,
Tanzania,122,19.1,6.36,2,lost,,v Uganda,Rwanda,30 Aug 2023,
Tanzania,157/7,20.0,7.85,1,won,,v Rwanda,Rwanda,30 Aug 2023,
Rwanda,98,13.4,7.17,2,lost,,v Tanzania,Rwanda,30 Aug 2023,
Australia,226/6,20.0,11.30,1,won,,v South Africa,Durban,30 Aug 2023,
South Africa,115,15.3,7.41,2,lost,,v Australia,Durban,30 Aug 2023,
New Zealand,139/9,20.0,6.95,1,lost,,v England,Chester-le-Street,30 Aug 2023,
England,143/3,14.0,10.21,2,won,,v New Zealand,Chester-le-Street,30 Aug 2023,
Rwanda,131,18.4,7.01,1,lost,,v Uganda,Rwanda,31 Aug 2023,
Uganda,133/2,13.2,9.97,2,won,,v Rwanda,Rwanda,31 Aug 2023,
Tanzania,179/6,20.0,8.95,1,won,,v Rwanda,Rwanda,31 Aug 2023,
Rwanda,130,15.4,8.29,2,lost,,v Tanzania,Rwanda,31 Aug 2023,
South Africa,164/8,20.0,8.20,1,lost,,v Australia,Durban,1 Sep 2023,
Australia,168/2,14.5,11.32,2,won,,v South Africa,Durban,1 Sep 2023,
England,198/4,20.0,9.90,1,won,,v New Zealand,Manchester,1 Sep 2023,
New Zealand,103,13.5,7.44,2,lost,,v England,Manchester,1 Sep 2023,
South Africa,190/8,20.0,9.50,1,lost,,v Australia,Durban,3 Sep 2023,
Australia,191/5,17.5,10.71,2,won,,v South Africa,Durban,3 Sep 2023,
New Zealand,202/5,20.0,10.10,1,won,,v England,Birmingham,3 Sep 2023,
England,128,18.3,6.91,2,lost,,v New Zealand,Birmingham,3 Sep 2023,
England,175/8,20.0,8.75,1,lost,,v New Zealand,Nottingham,5 Sep 2023,
New Zealand,179/4,17.2,10.32,2,won,,v England,Nottingham,5 Sep 2023,
Saudi Arabia,142/9,20.0,7.10,1,lost,,v Kuwait,Doha,15 Sep 2023,
Kuwait,143/5,18.3,7.72,2,won,,v Saudi Arabia,Doha,15 Sep 2023,
Qatar,138/8,20.0,6.90,1,won,,v Bahrain,Doha,15 Sep 2023,
Bahrain,104/7,17.0,6.11,2,lost,,v Qatar,Doha,15 Sep 2023,
U.A.E.,191/4,20.0,9.55,1,won,,v Oman,Doha,16 Sep 2023,
Oman,169/7,20.0,8.45,2,lost,,v U.A.E.,Doha,16 Sep 2023,
Bahrain,123/9,20.0,6.15,1,lost,,v Kuwait,Doha,16 Sep 2023,
Kuwait,127/2,13.5,9.18,2,won,,v Bahrain,Doha,16 Sep 2023,
Oman,149,20.0,7.45,1,won,,v Qatar,Doha,17 Sep 2023,
Qatar,130/7,20.0,6.50,2,lost,,v Oman,Doha,17 Sep 2023,
Saudi Arabia,121/9,20.0,6.05,1,lost,,v U.A.E.,Doha,17 Sep 2023,
U.A.E.,122/2,14.2,8.51,2,won,,v Saudi Arabia,Doha,17 Sep 2023,
Qatar,156/3,20.0,7.80,1,won,,v Kuwait,Doha,18 Sep 2023,
Kuwait,155,20.0,7.75,2,lost,,v Qatar,Doha,18 Sep 2023,
Saudi Arabia,110,18.4,5.89,1,lost,,v Bahrain,Doha,18 Sep 2023,
Bahrain,114/4,18.5,6.05,2,won,,v Saudi Arabia,Doha,18 Sep 2023,
Malaysia,181/8,20.0,9.05,1,won,,v Hong Kong,Kuala Lumpur,19 Sep 2023,
Hong Kong,79,19.0,4.15,2,lost,,v Malaysia,Kuala Lumpur,19 Sep 2023,
U.A.E.,176/4,20.0,8.80,1,won,,v Kuwait,Doha,19 Sep 2023,
Kuwait,145/8,20.0,7.25,2,lost,,v U.A.E.,Doha,19 Sep 2023,
Bahrain,123/7,20.0,6.15,1,won,,v Oman,Doha,19 Sep 2023,
Oman,122/9,20.0,6.10,2,lost,,v Bahrain,Doha,19 Sep 2023,
Malaysia,152/9,20.0,7.60,1,lost,,v P.N.G.,Kuala Lumpur,20 Sep 2023,
P.N.G.,108/1,9.4,11.17,2,won,,v Malaysia,Kuala Lumpur,20 Sep 2023,
U.A.E.,166/7,20.0,8.30,1,won,,v Qatar,Doha,20 Sep 2023,
Qatar,106,18.1,5.83,2,lost,,v U.A.E.,Doha,20 Sep 2023,
Oman,175/6,20.0,8.75,1,won,,v Saudi Arabia,Doha,20 Sep 2023,
Saudi Arabia,128/7,20.0,6.40,2,lost,,v Oman,Doha,20 Sep 2023,
P.N.G.,163/5,20.0,8.15,1,won,,v Hong Kong,Kuala Lumpur,21 Sep 2023,
Hong Kong,141/9,20.0,7.05,2,lost,,v P.N.G.,Kuala Lumpur,21 Sep 2023,
Saudi Arabia,148/6,20.0,7.40,1,lost,,v Qatar,Doha,21 Sep 2023,
Qatar,149/3,18.4,7.98,2,won,,v Saudi Arabia,Doha,21 Sep 2023,
Malaysia,149/6,20.0,7.45,1,won,,v Hong Kong,Kuala Lumpur,22 Sep 2023,
